pom,season,pom_s1count,pom_s3count
Jofra Archer,2009,0,0
Jofra Archer,2010,0,0
Jofra Archer,2011,0,0
Jofra Archer,2012,0,0
Jofra Archer,2013,0,0
Jofra Archer,2014,0,0
Jofra Archer,2015,0,0
Jofra Archer,2016,0,0
Jofra Archer,2017,0,0
Jofra Archer,2018,1,1
Jofra Archer,2019,0,1
Jofra Archer,2020,0,1
Jofra Archer,2021,0,0
Jofra Archer,2022,0,0
Jofra Archer,2023,0,0
Jofra Archer,2024,0,0
Johan Botha,2008,0,0
Johan Botha,2009,0,0
Johan Botha,2010,0,0
Johan Botha,2011,1,1
Johan Botha,2012,0,1
Johan Botha,2013,0,1
Johan Botha,2014,0,0
Johan Botha,2015,0,0
Johan Botha,2016,0,0
Johan Botha,2017,0,0
Johan Botha,2018,0,0
Johan Botha,2019,0,0
Johan Botha,2020,0,0
Johan Botha,2021,0,0
Johan Botha,2022,0,0
Johan Botha,2023,0,0
Johan Botha,2024,0,0
Jonny Bairstow,2008,0,0
Jonny Bairstow,2009,0,0
Jonny Bairstow,2010,0,0
Jonny Bairstow,2011,0,0
Jonny Bairstow,2012,0,0
Jonny Bairstow,2013,0,0
Jonny Bairstow,2014,0,0
Jonny Bairstow,2015,0,0
Jonny Bairstow,2016,0,0
Jonny Bairstow,2017,0,0
Jonny Bairstow,2018,0,0
Jonny Bairstow,2019,2,2
Jonny Bairstow,2020,1,3
Jonny Bairstow,2021,1,4
Jonny Bairstow,2022,1,3
Jonny Bairstow,2023,0,2
Jonny Bairstow,2024,1,2
Jos Buttler,2008,0,0
Jos Buttler,2009,0,0
Jos Buttler,2010,0,0
Jos Buttler,2011,0,0
Jos Buttler,2012,0,0
Jos Buttler,2013,0,0
Jos Buttler,2014,0,0
Jos Buttler,2015,0,0
Jos Buttler,2016,0,0
Jos Buttler,2017,1,1
Jos Buttler,2018,3,4
Jos Buttler,2019,1,5
Jos Buttler,2020,1,5
Jos Buttler,2021,1,3
Jos Buttler,2022,3,5
Jos Buttler,2023,1,5
Jos Buttler,2024,2,6
Josh Hazlewood,2008,0,0
Josh Hazlewood,2009,0,0
Josh Hazlewood,2010,0,0
Josh Hazlewood,2011,0,0
Josh Hazlewood,2012,0,0
Josh Hazlewood,2013,0,0
Josh Hazlewood,2014,0,0
Josh Hazlewood,2015,0,0
Josh Hazlewood,2016,0,0
Josh Hazlewood,2017,0,0
Josh Hazlewood,2018,0,0
Josh Hazlewood,2019,0,0
Josh Hazlewood,2020,0,0
Josh Hazlewood,2021,1,1
Josh Hazlewood,2022,0,1
Josh Hazlewood,2023,0,1
Josh Hazlewood,2024,0,0
Josh Little,2008,0,0
Josh Little,2009,0,0
Josh Little,2010,0,0
Josh Little,2011,0,0
Josh Little,2012,0,0
Josh Little,2013,0,0
Josh Little,2014,0,0
Josh Little,2015,0,0
Josh Little,2016,0,0
Josh Little,2017,0,0
Josh Little,2018,0,0
Josh Little,2019,0,0
Josh Little,2020,0,0
Josh Little,2021,0,0
Josh Little,2022,0,0
Josh Little,2023,1,1
Josh Little,2024,0,1
KL Rahul,2008,0,0
KL Rahul,2009,0,0
KL Rahul,2010,0,0
KL Rahul,2011,0,0
KL Rahul,2012,0,0
KL Rahul,2013,0,0
KL Rahul,2014,0,0
KL Rahul,2015,0,0
KL Rahul,2016,0,0
KL Rahul,2017,0,0
KL Rahul,2018,2,2
KL Rahul,2019,2,4
KL Rahul,2020,3,7
KL Rahul,2021,3,8
KL Rahul,2022,2,8
KL Rahul,2023,0,5
KL Rahul,2024,1,3
Kagiso Rabada,2008,0,0
Kagiso Rabada,2009,0,0
Kagiso Rabada,2010,0,0
Kagiso Rabada,2011,0,0
Kagiso Rabada,2012,0,0
Kagiso Rabada,2013,0,0
Kagiso Rabada,2014,0,0
Kagiso Rabada,2015,0,0
Kagiso Rabada,2016,0,0
Kagiso Rabada,2017,0,0
Kagiso Rabada,2018,0,0
Kagiso Rabada,2019,1,1
Kagiso Rabada,2020,0,1
Kagiso Rabada,2021,0,1
Kagiso Rabada,2022,1,1
Kagiso Rabada,2023,0,1
Kagiso Rabada,2024,0,1
Kane Williamson,2008,0,0
Kane Williamson,2009,0,0
Kane Williamson,2010,0,0
Kane Williamson,2011,0,0
Kane Williamson,2012,0,0
Kane Williamson,2013,0,0
Kane Williamson,2014,0,0
Kane Williamson,2015,0,0
Kane Williamson,2016,0,0
Kane Williamson,2017,1,1
Kane Williamson,2018,2,3
Kane Williamson,2019,0,3
Kane Williamson,2020,1,3
Kane Williamson,2021,1,2
Kane Williamson,2022,1,3
Kane Williamson,2023,0,2
Kane Williamson,2024,0,1
Karn Sharma,2008,0,0
Karn Sharma,2009,0,0
Karn Sharma,2010,0,0
Karn Sharma,2011,0,0
Karn Sharma,2012,0,0
Karn Sharma,2013,0,0
Karn Sharma,2014,0,0
Karn Sharma,2015,0,0
Karn Sharma,2016,0,0
Karn Sharma,2017,1,1
Karn Sharma,2018,0,1
Karn Sharma,2019,0,1
Karn Sharma,2020,0,0
Karn Sharma,2021,0,0
Karn Sharma,2022,0,0
Karn Sharma,2023,0,0
Karn Sharma,2024,0,0
Kartik Tyagi,2008,0,0
Kartik Tyagi,2009,0,0
Kartik Tyagi,2010,0,0
Kartik Tyagi,2011,0,0
Kartik Tyagi,2012,0,0
Kartik Tyagi,2013,0,0
Kartik Tyagi,2014,0,0
Kartik Tyagi,2015,0,0
Kartik Tyagi,2016,0,0
Kartik Tyagi,2017,0,0
Kartik Tyagi,2018,0,0
Kartik Tyagi,2019,0,0
Kartik Tyagi,2020,0,0
Kartik Tyagi,2021,1,1
Kartik Tyagi,2022,0,1
Kartik Tyagi,2023,0,1
Kartik Tyagi,2024,0,0
Karun Nair,2008,0,0
Karun Nair,2009,0,0
Karun Nair,2010,0,0
Karun Nair,2011,0,0
Karun Nair,2012,0,0
Karun Nair,2013,0,0
Karun Nair,2014,1,1
Karun Nair,2015,0,1
Karun Nair,2016,1,2
Karun Nair,2017,1,2
Karun Nair,2018,0,2
Karun Nair,2019,0,1
Karun Nair,2020,0,0
Karun Nair,2021,0,0
Karun Nair,2022,0,0
Karun Nair,2023,0,0
Karun Nair,2024,0,0
Kedar Jadhav,2008,0,0
Kedar Jadhav,2009,0,0
Kedar Jadhav,2010,1,1
Kedar Jadhav,2011,0,1
Kedar Jadhav,2012,0,1
Kedar Jadhav,2013,0,0
Kedar Jadhav,2014,0,0
Kedar Jadhav,2015,0,0
Kedar Jadhav,2016,0,0
Kedar Jadhav,2017,1,1
Kedar Jadhav,2018,0,1
Kedar Jadhav,2019,0,1
Kedar Jadhav,2020,0,0
Kedar Jadhav,2021,0,0
Kedar Jadhav,2022,0,0
Kedar Jadhav,2023,0,0
Kedar Jadhav,2024,0,0
Keemo Paul,2008,0,0
Keemo Paul,2009,0,0
Keemo Paul,2010,0,0
Keemo Paul,2011,0,0
Keemo Paul,2012,0,0
Keemo Paul,2013,0,0
Keemo Paul,2014,0,0
Keemo Paul,2015,0,0
Keemo Paul,2016,0,0
Keemo Paul,2017,0,0
Keemo Paul,2018,0,0
Keemo Paul,2019,1,1
Keemo Paul,2020,0,1
Keemo Paul,2021,0,1
Keemo Paul,2022,0,0
Keemo Paul,2023,0,0
Keemo Paul,2024,0,0
Kevin Pietersen,2008,0,0
Kevin Pietersen,2009,0,0
Kevin Pietersen,2010,2,2
Kevin Pietersen,2011,0,2
Kevin Pietersen,2012,1,3
Kevin Pietersen,2013,0,1
Kevin Pietersen,2014,0,1
Kevin Pietersen,2015,0,0
Kevin Pietersen,2016,0,0
Kevin Pietersen,2017,0,0
Kevin Pietersen,2018,0,0
Kevin Pietersen,2019,0,0
Kevin Pietersen,2020,0,0
Kevin Pietersen,2021,0,0
Kevin Pietersen,2022,0,0
Kevin Pietersen,2023,0,0
Kevin Pietersen,2024,0,0
Kevon Cooper,2008,0,0
Kevon Cooper,2009,0,0
Kevon Cooper,2010,0,0
Kevon Cooper,2011,0,0
Kevon Cooper,2012,0,0
Kevon Cooper,2013,1,1
Kevon Cooper,2014,0,1
Kevon Cooper,2015,0,1
Kevon Cooper,2016,0,0
Kevon Cooper,2017,0,0
Kevon Cooper,2018,0,0
Kevon Cooper,2019,0,0
Kevon Cooper,2020,0,0
Kevon Cooper,2021,0,0
Kevon Cooper,2022,0,0
Kevon Cooper,2023,0,0
Kevon Cooper,2024,0,0
Khaleel Ahmed,2008,0,0
Khaleel Ahmed,2009,0,0
Khaleel Ahmed,2010,0,0
Khaleel Ahmed,2011,0,0
Khaleel Ahmed,2012,0,0
Khaleel Ahmed,2013,0,0
Khaleel Ahmed,2014,0,0
Khaleel Ahmed,2015,0,0
Khaleel Ahmed,2016,0,0
Khaleel Ahmed,2017,0,0
Khaleel Ahmed,2018,0,0
Khaleel Ahmed,2019,1,1
Khaleel Ahmed,2020,0,1
Khaleel Ahmed,2021,0,1
Khaleel Ahmed,2022,0,0
Khaleel Ahmed,2023,0,0
Khaleel Ahmed,2024,1,1
Kieron Pollard,2008,0,0
Kieron Pollard,2009,0,0
Kieron Pollard,2010,2,2
Kieron Pollard,2011,1,3
Kieron Pollard,2012,1,4
Kieron Pollard,2013,3,5
Kieron Pollard,2014,0,4
Kieron Pollard,2015,1,4
Kieron Pollard,2016,0,1
Kieron Pollard,2017,1,2
Kieron Pollard,2018,0,1
Kieron Pollard,2019,1,2
Kieron Pollard,2020,1,2
Kieron Pollard,2021,3,5
Kieron Pollard,2022,0,4
Kieron Pollard,2023,0,3
Kieron Pollard,2024,0,0
Krunal Pandya,2008,0,0
Krunal Pandya,2009,0,0
Krunal Pandya,2010,0,0
Krunal Pandya,2011,0,0
Krunal Pandya,2012,0,0
Krunal Pandya,2013,0,0
Krunal Pandya,2014,0,0
Krunal Pandya,2015,0,0
Krunal Pandya,2016,2,2
Krunal Pandya,2017,2,4
Krunal Pandya,2018,0,4
Krunal Pandya,2019,0,2
Krunal Pandya,2020,0,0
Krunal Pandya,2021,0,0
Krunal Pandya,2022,1,1
Krunal Pandya,2023,1,2
Krunal Pandya,2024,0,2
Kuldeep Yadav,2008,0,0
Kuldeep Yadav,2009,0,0
Kuldeep Yadav,2010,0,0
Kuldeep Yadav,2011,0,0
Kuldeep Yadav,2012,0,0
Kuldeep Yadav,2013,0,0
Kuldeep Yadav,2014,0,0
Kuldeep Yadav,2015,0,0
Kuldeep Yadav,2016,0,0
Kuldeep Yadav,2017,0,0
Kuldeep Yadav,2018,1,1
Kuldeep Yadav,2019,0,1
Kuldeep Yadav,2020,0,1
Kuldeep Yadav,2021,0,0
Kuldeep Yadav,2022,4,4
Kuldeep Yadav,2023,0,4
Kuldeep Yadav,2024,2,6
Kumar Sangakkara,2008,1,1
Kumar Sangakkara,2009,2,3
Kumar Sangakkara,2010,1,4
Kumar Sangakkara,2011,0,3
Kumar Sangakkara,2012,1,2
Kumar Sangakkara,2013,0,1
Kumar Sangakkara,2014,0,1
Kumar Sangakkara,2015,0,0
Kumar Sangakkara,2016,0,0
Kumar Sangakkara,2017,0,0
Kumar Sangakkara,2018,0,0
Kumar Sangakkara,2019,0,0
Kumar Sangakkara,2020,0,0
Kumar Sangakkara,2021,0,0
Kumar Sangakkara,2022,0,0
Kumar Sangakkara,2023,0,0
Kumar Sangakkara,2024,0,0
Lakshmipathy Balaji,2008,1,1
Lakshmipathy Balaji,2009,0,1
Lakshmipathy Balaji,2010,0,1
Lakshmipathy Balaji,2011,1,1
Lakshmipathy Balaji,2012,1,2
Lakshmipathy Balaji,2013,0,2
Lakshmipathy Balaji,2014,0,1
Lakshmipathy Balaji,2015,0,0
Lakshmipathy Balaji,2016,0,0
Lakshmipathy Balaji,2017,0,0
Lakshmipathy Balaji,2018,0,0
Lakshmipathy Balaji,2019,0,0
Lakshmipathy Balaji,2020,0,0
Lakshmipathy Balaji,2021,0,0
Lakshmipathy Balaji,2022,0,0
Lakshmipathy Balaji,2023,0,0
Lakshmipathy Balaji,2024,0,0
Lasith Malinga,2008,0,0
Lasith Malinga,2009,0,0
Lasith Malinga,2010,1,1
Lasith Malinga,2011,2,3
Lasith Malinga,2012,1,4
Lasith Malinga,2013,0,3
Lasith Malinga,2014,0,1
Lasith Malinga,2015,1,1
Lasith Malinga,2016,0,1
Lasith Malinga,2017,0,1
Lasith Malinga,2018,0,0
Lasith Malinga,2019,1,1
Lasith Malinga,2020,0,1
Lasith Malinga,2021,0,1
Lasith Malinga,2022,0,0
Lasith Malinga,2023,0,0
Lasith Malinga,2024,0,0
Laxmi Shukla,2008,0,0
Laxmi Shukla,2009,1,1
Laxmi Shukla,2010,0,1
Laxmi Shukla,2011,0,1
Laxmi Shukla,2012,0,0
Laxmi Shukla,2013,0,0
Laxmi Shukla,2014,0,0
Laxmi Shukla,2015,0,0
Laxmi Shukla,2016,0,0
Laxmi Shukla,2017,0,0
Laxmi Shukla,2018,0,0
Laxmi Shukla,2019,0,0
Laxmi Shukla,2020,0,0
Laxmi Shukla,2021,0,0
Laxmi Shukla,2022,0,0
Laxmi Shukla,2023,0,0
Laxmi Shukla,2024,0,0
Lendl Simmons,2008,0,0
Lendl Simmons,2009,0,0
Lendl Simmons,2010,0,0
Lendl Simmons,2011,0,0
Lendl Simmons,2012,0,0
Lendl Simmons,2013,0,0
Lendl Simmons,2014,1,1
Lendl Simmons,2015,1,2
Lendl Simmons,2016,0,2
Lendl Simmons,2017,1,2
Lendl Simmons,2018,0,1
Lendl Simmons,2019,0,1
Lendl Simmons,2020,0,0
Lendl Simmons,2021,0,0
Lendl Simmons,2022,0,0
Lendl Simmons,2023,0,0
Lendl Simmons,2024,0,0
Liam Livingstone,2008,0,0
Liam Livingstone,2009,0,0
Liam Livingstone,2010,0,0
Liam Livingstone,2011,0,0
Liam Livingstone,2012,0,0
Liam Livingstone,2013,0,0
Liam Livingstone,2014,0,0
Liam Livingstone,2015,0,0
Liam Livingstone,2016,0,0
Liam Livingstone,2017,0,0
Liam Livingstone,2018,0,0
Liam Livingstone,2019,0,0
Liam Livingstone,2020,0,0
Liam Livingstone,2021,0,0
Liam Livingstone,2022,1,1
Liam Livingstone,2023,0,1
Liam Livingstone,2024,0,1
Lockie Ferguson,2008,0,0
Lockie Ferguson,2009,0,0
Lockie Ferguson,2010,0,0
Lockie Ferguson,2011,0,0
Lockie Ferguson,2012,0,0
Lockie Ferguson,2013,0,0
Lockie Ferguson,2014,0,0
Lockie Ferguson,2015,0,0
Lockie Ferguson,2016,0,0
Lockie Ferguson,2017,1,1
Lockie Ferguson,2018,0,1
Lockie Ferguson,2019,0,1
Lockie Ferguson,2020,1,1
Lockie Ferguson,2021,0,1
Lockie Ferguson,2022,1,2
Lockie Ferguson,2023,0,1
Lockie Ferguson,2024,0,1
Luke Wright,2008,0,0
Luke Wright,2009,0,0
Luke Wright,2010,0,0
Luke Wright,2011,0,0
Luke Wright,2012,0,0
Luke Wright,2013,1,1
Luke Wright,2014,0,1
Luke Wright,2015,0,1
Luke Wright,2016,0,0
Luke Wright,2017,0,0
Luke Wright,2018,0,0
Luke Wright,2019,0,0
Luke Wright,2020,0,0
Luke Wright,2021,0,0
Luke Wright,2022,0,0
Luke Wright,2023,0,0
Luke Wright,2024,0,0
Lungi Ngidi,2008,0,0
Lungi Ngidi,2009,0,0
Lungi Ngidi,2010,0,0
Lungi Ngidi,2011,0,0
Lungi Ngidi,2012,0,0
Lungi Ngidi,2013,0,0
Lungi Ngidi,2014,0,0
Lungi Ngidi,2015,0,0
Lungi Ngidi,2016,0,0
Lungi Ngidi,2017,0,0
Lungi Ngidi,2018,1,1
Lungi Ngidi,2019,0,1
Lungi Ngidi,2020,0,1
Lungi Ngidi,2021,0,0
Lungi Ngidi,2022,0,0
Lungi Ngidi,2023,0,0
Lungi Ngidi,2024,0,0
MS Dhoni,2008,2,2
MS Dhoni,2009,1,3
MS Dhoni,2010,2,5
MS Dhoni,2011,1,4
MS Dhoni,2012,1,4
MS Dhoni,2013,3,5
MS Dhoni,2014,1,5
MS Dhoni,2015,0,4
MS Dhoni,2016,1,2
MS Dhoni,2017,1,2
MS Dhoni,2018,1,3
MS Dhoni,2019,3,5
MS Dhoni,2020,0,4
MS Dhoni,2021,0,3
MS Dhoni,2022,0,0
MS Dhoni,2023,0,0
MS Dhoni,2024,0,0
Mahela Jayawardene,2008,1,1
Mahela Jayawardene,2009,2,3
Mahela Jayawardene,2010,1,4
Mahela Jayawardene,2011,1,4
Mahela Jayawardene,2012,0,2
Mahela Jayawardene,2013,0,1
Mahela Jayawardene,2014,0,0
Mahela Jayawardene,2015,0,0
Mahela Jayawardene,2016,0,0
Mahela Jayawardene,2017,0,0
Mahela Jayawardene,2018,0,0
Mahela Jayawardene,2019,0,0
Mahela Jayawardene,2020,0,0
Mahela Jayawardene,2021,0,0
Mahela Jayawardene,2022,0,0
Mahela Jayawardene,2023,0,0
Mahela Jayawardene,2024,0,0
Makhaya Ntini,2008,2,2
Makhaya Ntini,2009,0,2
Makhaya Ntini,2010,0,2
Makhaya Ntini,2011,0,0
Makhaya Ntini,2012,0,0
Makhaya Ntini,2013,0,0
Makhaya Ntini,2014,0,0
Makhaya Ntini,2015,0,0
Makhaya Ntini,2016,0,0
Makhaya Ntini,2017,0,0
Makhaya Ntini,2018,0,0
Makhaya Ntini,2019,0,0
Makhaya Ntini,2020,0,0
Makhaya Ntini,2021,0,0
Makhaya Ntini,2022,0,0
Makhaya Ntini,2023,0,0
Makhaya Ntini,2024,0,0
Manan Vohra,2008,0,0
Manan Vohra,2009,0,0
Manan Vohra,2010,0,0
Manan Vohra,2011,0,0
Manan Vohra,2012,0,0
Manan Vohra,2013,1,1
Manan Vohra,2014,1,2
Manan Vohra,2015,0,2
Manan Vohra,2016,1,2
Manan Vohra,2017,0,1
Manan Vohra,2018,0,1
Manan Vohra,2019,0,0
Manan Vohra,2020,0,0
Manan Vohra,2021,0,0
Manan Vohra,2022,0,0
Manan Vohra,2023,0,0
Manan Vohra,2024,0,0
Mandeep Singh,2008,0,0
Mandeep Singh,2009,0,0
Mandeep Singh,2010,0,0
Mandeep Singh,2011,0,0
Mandeep Singh,2012,2,2
Mandeep Singh,2013,0,2
Mandeep Singh,2014,0,2
Mandeep Singh,2015,1,1
Mandeep Singh,2016,0,1
Mandeep Singh,2017,0,1
Mandeep Singh,2018,0,0
Mandeep Singh,2019,0,0
Mandeep Singh,2020,0,0
Mandeep Singh,2021,0,0
Mandeep Singh,2022,0,0
Mandeep Singh,2023,0,0
Mandeep Singh,2024,0,0
Manish Pandey,2008,0,0
Manish Pandey,2009,2,2
Manish Pandey,2010,0,2
Manish Pandey,2011,0,2
Manish Pandey,2012,0,0
Manish Pandey,2013,1,1
Manish Pandey,2014,1,2
Manish Pandey,2015,0,2
Manish Pandey,2016,0,1
Manish Pandey,2017,0,0
Manish Pandey,2018,0,0
Manish Pandey,2019,0,0
Manish Pandey,2020,1,1
Manish Pandey,2021,0,1
Manish Pandey,2022,0,1
Manish Pandey,2023,0,0
Manish Pandey,2024,0,0
Manoj Tiwary,2008,0,0
Manoj Tiwary,2009,0,0
Manoj Tiwary,2010,2,2
Manoj Tiwary,2011,1,3
Manoj Tiwary,2012,0,3
Manoj Tiwary,2013,0,1
Manoj Tiwary,2014,0,0
Manoj Tiwary,2015,0,0
Manoj Tiwary,2016,0,0
Manoj Tiwary,2017,0,0
Manoj Tiwary,2018,0,0
Manoj Tiwary,2019,0,0
Manoj Tiwary,2020,0,0
Manoj Tiwary,2021,0,0
Manoj Tiwary,2022,0,0
Manoj Tiwary,2023,0,0
Manoj Tiwary,2024,0,0
Manpreet Gony,2008,0,0
Manpreet Gony,2009,0,0
Manpreet Gony,2010,0,0
Manpreet Gony,2011,0,0
Manpreet Gony,2012,0,0
Manpreet Gony,2013,1,1
Manpreet Gony,2014,0,1
Manpreet Gony,2015,0,1
Manpreet Gony,2016,0,0
Manpreet Gony,2017,0,0
Manpreet Gony,2018,0,0
Manpreet Gony,2019,0,0
Manpreet Gony,2020,0,0
Manpreet Gony,2021,0,0
Manpreet Gony,2022,0,0
Manpreet Gony,2023,0,0
Manpreet Gony,2024,0,0
Manvinder  Bisla,2008,0,0
Manvinder  Bisla,2009,0,0
Manvinder  Bisla,2010,0,0
Manvinder  Bisla,2011,0,0
Manvinder  Bisla,2012,1,1
Manvinder  Bisla,2013,0,1
Manvinder  Bisla,2014,0,1
Manvinder  Bisla,2015,0,0
Manvinder  Bisla,2016,0,0
Manvinder  Bisla,2017,0,0
Manvinder  Bisla,2018,0,0
Manvinder  Bisla,2019,0,0
Manvinder  Bisla,2020,0,0
Manvinder  Bisla,2021,0,0
Manvinder  Bisla,2022,0,0
Manvinder  Bisla,2023,0,0
Manvinder  Bisla,2024,0,0
Marco Jansen,2008,0,0
Marco Jansen,2009,0,0
Marco Jansen,2010,0,0
Marco Jansen,2011,0,0
Marco Jansen,2012,0,0
Marco Jansen,2013,0,0
Marco Jansen,2014,0,0
Marco Jansen,2015,0,0
Marco Jansen,2016,0,0
Marco Jansen,2017,0,0
Marco Jansen,2018,0,0
Marco Jansen,2019,0,0
Marco Jansen,2020,0,0
Marco Jansen,2021,0,0
Marco Jansen,2022,1,1
Marco Jansen,2023,0,1
Marco Jansen,2024,0,1
Marcus Stoinis,2008,0,0
Marcus Stoinis,2009,0,0
Marcus Stoinis,2010,0,0
Marcus Stoinis,2011,0,0
Marcus Stoinis,2012,0,0
Marcus Stoinis,2013,0,0
Marcus Stoinis,2014,0,0
Marcus Stoinis,2015,0,0
Marcus Stoinis,2016,2,2
Marcus Stoinis,2017,0,2
Marcus Stoinis,2018,0,2
Marcus Stoinis,2019,0,0
Marcus Stoinis,2020,2,2
Marcus Stoinis,2021,0,2
Marcus Stoinis,2022,0,2
Marcus Stoinis,2023,3,3
Marcus Stoinis,2024,2,5
Mark Boucher,2008,1,1
Mark Boucher,2009,1,2
Mark Boucher,2010,0,2
Mark Boucher,2011,0,1
Mark Boucher,2012,0,0
Mark Boucher,2013,0,0
Mark Boucher,2014,0,0
Mark Boucher,2015,0,0
Mark Boucher,2016,0,0
Mark Boucher,2017,0,0
Mark Boucher,2018,0,0
Mark Boucher,2019,0,0
Mark Boucher,2020,0,0
Mark Boucher,2021,0,0
Mark Boucher,2022,0,0
Mark Boucher,2023,0,0
Mark Boucher,2024,0,0
Mark Wood,2008,0,0
Mark Wood,2009,0,0
Mark Wood,2010,0,0
Mark Wood,2011,0,0
Mark Wood,2012,0,0
Mark Wood,2013,0,0
Mark Wood,2014,0,0
Mark Wood,2015,0,0
Mark Wood,2016,0,0
Mark Wood,2017,0,0
Mark Wood,2018,0,0
Mark Wood,2019,0,0
Mark Wood,2020,0,0
Mark Wood,2021,0,0
Mark Wood,2022,0,0
Mark Wood,2023,1,1
Mark Wood,2024,0,1
Marlon Samuels,2008,0,0
Marlon Samuels,2009,0,0
Marlon Samuels,2010,0,0
Marlon Samuels,2011,0,0
Marlon Samuels,2012,1,1
Marlon Samuels,2013,0,1
Marlon Samuels,2014,0,1
Marlon Samuels,2015,0,0
Marlon Samuels,2016,0,0
Marlon Samuels,2017,0,0
Marlon Samuels,2018,0,0
Marlon Samuels,2019,0,0
Marlon Samuels,2020,0,0
Marlon Samuels,2021,0,0
Marlon Samuels,2022,0,0
Marlon Samuels,2023,0,0
Marlon Samuels,2024,0,0
Matheesha Pathirana,2008,0,0
Matheesha Pathirana,2009,0,0
Matheesha Pathirana,2010,0,0
Matheesha Pathirana,2011,0,0
Matheesha Pathirana,2012,0,0
Matheesha Pathirana,2013,0,0
Matheesha Pathirana,2014,0,0
Matheesha Pathirana,2015,0,0
Matheesha Pathirana,2016,0,0
Matheesha Pathirana,2017,0,0
Matheesha Pathirana,2018,0,0
Matheesha Pathirana,2019,0,0
Matheesha Pathirana,2020,0,0
Matheesha Pathirana,2021,0,0
Matheesha Pathirana,2022,0,0
Matheesha Pathirana,2023,1,1
Matheesha Pathirana,2024,1,2
Matthew Hayden,2008,1,1
Matthew Hayden,2009,2,3
Matthew Hayden,2010,1,4
Matthew Hayden,2011,0,3
Matthew Hayden,2012,0,1
Matthew Hayden,2013,0,0
Matthew Hayden,2014,0,0
Matthew Hayden,2015,0,0
Matthew Hayden,2016,0,0
Matthew Hayden,2017,0,0
Matthew Hayden,2018,0,0
Matthew Hayden,2019,0,0
Matthew Hayden,2020,0,0
Matthew Hayden,2021,0,0
Matthew Hayden,2022,0,0
Matthew Hayden,2023,0,0
Matthew Hayden,2024,0,0
Mayank Agarwal,2008,0,0
Mayank Agarwal,2009,0,0
Mayank Agarwal,2010,0,0
Mayank Agarwal,2011,0,0
Mayank Agarwal,2012,0,0
Mayank Agarwal,2013,0,0
Mayank Agarwal,2014,0,0
Mayank Agarwal,2015,1,1
Mayank Agarwal,2016,0,1
Mayank Agarwal,2017,0,1
Mayank Agarwal,2018,0,0
Mayank Agarwal,2019,1,1
Mayank Agarwal,2020,0,1
Mayank Agarwal,2021,1,2
Mayank Agarwal,2022,1,2
Mayank Agarwal,2023,0,2
Mayank Agarwal,2024,0,1
Mayank Yadav,2008,0,0
Mayank Yadav,2009,0,0
Mayank Yadav,2010,0,0
Mayank Yadav,2011,0,0
Mayank Yadav,2012,0,0
Mayank Yadav,2013,0,0
Mayank Yadav,2014,0,0
Mayank Yadav,2015,0,0
Mayank Yadav,2016,0,0
Mayank Yadav,2017,0,0
Mayank Yadav,2018,0,0
Mayank Yadav,2019,0,0
Mayank Yadav,2020,0,0
Mayank Yadav,2021,0,0
Mayank Yadav,2022,0,0
Mayank Yadav,2023,0,0
Mayank Yadav,2024,2,2
Michael Hussey,2008,1,1
Michael Hussey,2009,0,1
Michael Hussey,2010,0,1
Michael Hussey,2011,3,3
Michael Hussey,2012,1,4
Michael Hussey,2013,5,9
Michael Hussey,2014,2,8
Michael Hussey,2015,0,7
Michael Hussey,2016,0,2
Michael Hussey,2017,0,0
Michael Hussey,2018,0,0
Michael Hussey,2019,0,0
Michael Hussey,2020,0,0
Michael Hussey,2021,0,0
Michael Hussey,2022,0,0
Michael Hussey,2023,0,0
Michael Hussey,2024,0,0
Michael Lumb,2008,0,0
Michael Lumb,2009,0,0
Michael Lumb,2010,1,1
Michael Lumb,2011,0,1
Michael Lumb,2012,0,1
Michael Lumb,2013,0,0
Michael Lumb,2014,0,0
Michael Lumb,2015,0,0
Michael Lumb,2016,0,0
Michael Lumb,2017,0,0
Michael Lumb,2018,0,0
Michael Lumb,2019,0,0
Michael Lumb,2020,0,0
Michael Lumb,2021,0,0
Michael Lumb,2022,0,0
Michael Lumb,2023,0,0
Michael Lumb,2024,0,0
Mitchell Johnson,2008,0,0
Mitchell Johnson,2009,0,0
Mitchell Johnson,2010,0,0
Mitchell Johnson,2011,0,0
Mitchell Johnson,2012,0,0
Mitchell Johnson,2013,2,2
Mitchell Johnson,2014,0,2
Mitchell Johnson,2015,0,2
Mitchell Johnson,2016,0,0
Mitchell Johnson,2017,0,0
Mitchell Johnson,2018,0,0
Mitchell Johnson,2019,0,0
Mitchell Johnson,2020,0,0
Mitchell Johnson,2021,0,0
Mitchell Johnson,2022,0,0
Mitchell Johnson,2023,0,0
Mitchell Johnson,2024,0,0
Mitchell Marsh,2008,0,0
Mitchell Marsh,2009,0,0
Mitchell Marsh,2010,0,0
Mitchell Marsh,2011,1,1
Mitchell Marsh,2012,0,1
Mitchell Marsh,2013,0,1
Mitchell Marsh,2014,0,0
Mitchell Marsh,2015,0,0
Mitchell Marsh,2016,0,0
Mitchell Marsh,2017,0,0
Mitchell Marsh,2018,0,0
Mitchell Marsh,2019,0,0
Mitchell Marsh,2020,0,0
Mitchell Marsh,2021,0,0
Mitchell Marsh,2022,1,1
Mitchell Marsh,2023,1,2
Mitchell Marsh,2024,0,2
Mitchell McClenaghan,2008,0,0
